Trait,Marker,Chr,Pos,marker_F,p,marker_Rsq,add_F,add_p,dom_F,dom_p,marker_df,marker_MS,error_df,error_MS,model_df,model_MS,minorObs
logit_germ,Zm00001d028415,1,34144665,0.61613,0.4326,3.69E-04,0.61613,0.4326,NaN,NaN,1,0.94701,1668,1.53703,1,0.94701,7
logit_germ,Zm00001d028416,1,34212440,2.52194,0.11246,0.00151,2.52194,0.11246,NaN,NaN,1,3.87187,1668,1.53528,1,3.87187,4
logit_germ,Zm00001d028424,1,34542578,4.4381,0.03529,0.00265,4.4381,0.03529,NaN,NaN,1,6.8059,1668,1.53352,1,6.8059,4
logit_germ,Zm00001d028436,1,34960050,0.00497,0.94383,2.98E-06,0.00497,0.94383,NaN,NaN,1,0.00764,1668,1.53759,1,0.00764,5
logit_germ,Zm00001d028443,1,35135532,1.06132,0.30306,6.36E-04,1.06132,0.30306,NaN,NaN,1,1.63084,1668,1.53662,1,1.63084,4
logit_germ,Zm00001d028450,1,35278748,3.31524,0.06882,0.00198,3.31524,0.06882,NaN,NaN,1,5.08738,1668,1.53455,1,5.08738,5
logit_germ,Zm00001d028453,1,35473971,1.21195,0.27111,7.26E-04,1.21195,0.27111,NaN,NaN,1,1.86213,1668,1.53648,1,1.86213,6
logit_germ,Zm00001d022713,1,35612470,1.88941,0.16945,0.00113,1.88941,0.16945,NaN,NaN,1,2.90187,1668,1.53586,1,2.90187,5
logit_germ,Zm00001d028463,1,35712697,0.14318,0.70519,8.58E-05,0.14318,0.70519,NaN,NaN,1,0.22013,1668,1.53747,1,0.22013,4
logit_germ,Zm00001d028464,1,35737782,1.61206,0.20438,9.66E-04,1.61206,0.20438,NaN,NaN,1,2.47631,1668,1.53611,1,2.47631,11
logit_germ,Zm00001d028481,1,36474868,0.39702,0.52872,2.38E-04,0.39702,0.52872,NaN,NaN,1,0.61032,1668,1.53723,1,0.61032,4
logit_germ,Zm00001d028482,1,36510459,0.0262,0.87144,1.57E-05,0.0262,0.87144,NaN,NaN,1,0.04028,1668,1.53757,1,0.04028,4
logit_germ,Zm00001d028493,1,36899451,0.06475,0.79917,3.88E-05,0.06475,0.79917,NaN,NaN,1,0.09955,1668,1.53754,1,0.09955,6
logit_germ,Zm00001d028509,1,37476134,5.46E-04,0.98137,3.27E-07,5.46E-04,0.98137,NaN,NaN,1,8.39E-04,1668,1.5376,1,8.39E-04,4
logit_germ,Zm00001d028512,1,37679061,1.5727,0.20999,9.42E-04,1.5727,0.20999,NaN,NaN,1,2.4159,1668,1.53615,1,2.4159,9
logit_germ,Zm00001d028514,1,37845735,0.14871,0.69982,8.91E-05,0.14871,0.69982,NaN,NaN,1,0.22863,1668,1.53746,1,0.22863,8
logit_germ,Zm00001d028522,1,38046505,0.24148,0.62321,1.45E-04,0.24148,0.62321,NaN,NaN,1,0.37124,1668,1.53737,1,0.37124,5
logit_germ,Zm00001d028528,1,38234762,0.50966,0.47539,3.05E-04,0.50966,0.47539,NaN,NaN,1,0.78341,1668,1.53713,1,0.78341,8
logit_germ,Zm00001d028533,1,38405559,0.57833,0.44707,3.47E-04,0.57833,0.44707,NaN,NaN,1,0.88894,1668,1.53706,1,0.88894,8
logit_germ,Zm00001d028534,1,38456902,0.01444,0.90436,8.66E-06,0.01444,0.90436,NaN,NaN,1,0.02221,1668,1.53758,1,0.02221,8
logit_germ,Zm00001d028536,1,38525768,0.02495,0.87451,1.50E-05,0.02495,0.87451,NaN,NaN,1,0.03836,1668,1.53757,1,0.03836,5
logit_germ,Zm00001d028542,1,38688896,0.12824,0.72031,7.69E-05,0.12824,0.72031,NaN,NaN,1,0.19717,1668,1.53748,1,0.19717,5
logit_germ,Zm00001d028546,1,38904102,0.16161,0.68773,9.69E-05,0.16161,0.68773,NaN,NaN,1,0.24847,1668,1.53745,1,0.24847,4
logit_germ,Zm00001d028550,1,38976668,0.03742,0.84664,2.24E-05,0.03742,0.84664,NaN,NaN,1,0.05753,1668,1.53756,1,0.05753,6
logit_germ,Zm00001d028554,1,38997595,1.73584,0.18785,0.00104,1.73584,0.18785,NaN,NaN,1,2.66625,1668,1.536,1,2.66625,7
logit_germ,Zm00001d028566,1,39246578,0.06792,0.79442,4.07E-05,0.06792,0.79442,NaN,NaN,1,0.10443,1668,1.53753,1,0.10443,7
logit_germ,Zm00001d028569,1,39408401,2.04403,0.15299,0.00122,2.04403,0.15299,NaN,NaN,1,3.13905,1668,1.53572,1,3.13905,5
logit_germ,Zm00001d028570,1,39416921,1.93398,0.16451,0.00116,1.93398,0.16451,NaN,NaN,1,2.97024,1668,1.53582,1,2.97024,5
logit_germ,Zm00001d028571,1,39423493,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d028572,1,39463269,0.92705,0.33577,5.55E-04,0.92705,0.33577,NaN,NaN,1,1.42463,1668,1.53674,1,1.42463,8
logit_germ,Zm00001d028574,1,39491242,3.19646,0.07398,0.00191,3.19646,0.07398,NaN,NaN,1,4.90547,1668,1.53466,1,4.90547,8
logit_germ,Zm00001d028603,1,40515835,1.57962,0.20899,9.46E-04,1.57962,0.20899,NaN,NaN,1,2.42652,1668,1.53614,1,2.42652,4
logit_germ,Zm00001d028608,1,40714636,2.95606,0.08574,0.00177,2.95606,0.08574,NaN,NaN,1,4.53719,1668,1.53488,1,4.53719,10
logit_germ,Zm00001d028611,1,40778868,2.9015,0.08868,0.00174,2.9015,0.08868,NaN,NaN,1,4.45358,1668,1.53493,1,4.45358,5
logit_germ,Zm00001d028613,1,40789847,0.25155,0.61605,1.51E-04,0.25155,0.61605,NaN,NaN,1,0.38672,1668,1.53737,1,0.38672,8
logit_germ,Zm00001d028616,1,40944845,1.19076,0.27533,7.13E-04,1.19076,0.27533,NaN,NaN,1,1.8296,1668,1.5365,1,1.8296,7
logit_germ,Zm00001d028623,1,41163236,1.3947,0.23778,8.35E-04,1.3947,0.23778,NaN,NaN,1,2.14269,1668,1.53631,1,2.14269,6
logit_germ,Zm00001d028631,1,41459540,1.2261,0.26833,7.35E-04,1.2261,0.26833,NaN,NaN,1,1.88386,1668,1.53647,1,1.88386,7
logit_germ,Zm00001d028643,1,41697343,0.07068,0.79038,4.24E-05,0.07068,0.79038,NaN,NaN,1,0.10867,1668,1.53753,1,0.10867,6
logit_germ,Zm00001d028653,1,41834307,0.08838,0.76628,5.30E-05,0.08838,0.76628,NaN,NaN,1,0.13589,1668,1.53752,1,0.13589,4
logit_germ,Zm00001d028656,1,42054459,2.45074,0.11766,0.00147,2.45074,0.11766,NaN,NaN,1,3.76273,1668,1.53534,1,3.76273,7
logit_germ,Zm00001d028662,1,42239458,0.22625,0.63438,1.36E-04,0.22625,0.63438,NaN,NaN,1,0.34783,1668,1.53739,1,0.34783,6
logit_germ,Zm00001d028687,1,43087610,0.06167,0.80391,3.70E-05,0.06167,0.80391,NaN,NaN,1,0.09481,1668,1.53754,1,0.09481,5
logit_germ,Zm00001d028690,1,43291410,0.72371,0.39505,4.34E-04,0.72371,0.39505,NaN,NaN,1,1.1123,1668,1.53693,1,1.1123,6
logit_germ,Zm00001d028698,1,43446353,0.0019,0.96523,1.14E-06,0.0019,0.96523,NaN,NaN,1,0.00292,1668,1.5376,1,0.00292,6
logit_germ,Zm00001d028699,1,43568013,0.25959,0.61047,1.56E-04,0.25959,0.61047,NaN,NaN,1,0.39908,1668,1.53736,1,0.39908,8
logit_germ,Zm00001d028702,1,43646407,1.52875,0.21647,9.16E-04,1.52875,0.21647,NaN,NaN,1,2.34845,1668,1.53619,1,2.34845,4
logit_germ,Zm00001d028705,1,43726127,6.02577,0.0142,0.0036,6.02577,0.0142,NaN,NaN,1,9.23185,1668,1.53206,1,9.23185,4
logit_germ,Zm00001d028709,1,43901549,1.0586,0.30368,6.34E-04,1.0586,0.30368,NaN,NaN,1,1.62667,1668,1.53662,1,1.62667,5
logit_germ,Zm00001d028712,1,43999272,0.46722,0.49437,2.80E-04,0.46722,0.49437,NaN,NaN,1,0.71819,1668,1.53717,1,0.71819,4
logit_germ,Zm00001d028714,1,44015048,0.38878,0.53303,2.33E-04,0.38878,0.53303,NaN,NaN,1,0.59765,1668,1.53724,1,0.59765,5
logit_germ,Zm00001d028727,1,44514946,0.01191,0.91311,7.14E-06,0.01191,0.91311,NaN,NaN,1,0.01831,1668,1.53759,1,0.01831,5
logit_germ,Zm00001d028730,1,44533307,2.24701,0.13406,0.00135,2.24701,0.13406,NaN,NaN,1,3.45034,1668,1.53553,1,3.45034,4
logit_germ,Zm00001d028733,1,44554648,0.00116,0.97285,6.95E-07,0.00116,0.97285,NaN,NaN,1,0.00178,1668,1.5376,1,0.00178,5
logit_germ,Zm00001d028752,1,45538802,2.52009,0.11259,0.00151,2.52009,0.11259,NaN,NaN,1,3.86904,1668,1.53528,1,3.86904,8
logit_germ,Zm00001d028755,1,45604182,0.46722,0.49437,2.80E-04,0.46722,0.49437,NaN,NaN,1,0.71819,1668,1.53717,1,0.71819,4
logit_germ,Zm00001d028770,1,46014382,0.38301,0.53608,2.30E-04,0.38301,0.53608,NaN,NaN,1,0.58878,1668,1.53724,1,0.58878,5
logit_germ,Zm00001d028774,1,46174672,0.55426,0.45669,3.32E-04,0.55426,0.45669,NaN,NaN,1,0.85194,1668,1.53709,1,0.85194,10
logit_germ,Zm00001d028784,1,46374511,0.58448,0.44467,3.50E-04,0.58448,0.44467,NaN,NaN,1,0.89838,1668,1.53706,1,0.89838,4
logit_germ,Zm00001d028787,1,46393440,0.41339,0.52034,2.48E-04,0.41339,0.52034,NaN,NaN,1,0.63547,1668,1.53722,1,0.63547,7
logit_germ,Zm00001d028820,1,47594591,2.50536,0.11365,0.0015,2.50536,0.11365,NaN,NaN,1,3.84646,1668,1.53529,1,3.84646,4
logit_germ,Zm00001d028826,1,47788957,2.83504,0.09242,0.0017,2.83504,0.09242,NaN,NaN,1,4.35175,1668,1.53499,1,4.35175,5
logit_germ,Zm00001d028827,1,47793733,0.91947,0.33775,5.51E-04,0.91947,0.33775,NaN,NaN,1,1.413,1668,1.53675,1,1.413,5
logit_germ,Zm00001d028830,1,47988029,0.16889,0.68115,1.01E-04,0.16889,0.68115,NaN,NaN,1,0.25966,1668,1.53744,1,0.25966,4
logit_germ,Zm00001d028836,1,48280840,1.88941,0.16945,0.00113,1.88941,0.16945,NaN,NaN,1,2.90187,1668,1.53586,1,2.90187,5
logit_germ,Zm00001d028866,1,48958471,1.31146,0.2523,7.86E-04,1.31146,0.2523,NaN,NaN,1,2.01491,1668,1.53639,1,2.01491,12
logit_germ,Zm00001d028868,1,49090683,1.14787,0.28415,6.88E-04,1.14787,0.28415,NaN,NaN,1,1.76375,1668,1.53654,1,1.76375,4
logit_germ,Zm00001d028885,1,49597880,0.44859,0.5031,2.69E-04,0.44859,0.5031,NaN,NaN,1,0.68956,1668,1.53718,1,0.68956,5
logit_germ,Zm00001d028894,1,49987955,0.00416,0.94858,2.49E-06,0.00416,0.94858,NaN,NaN,1,0.0064,1668,1.53759,1,0.0064,4
logit_germ,Zm00001d028898,1,50140581,0.691,0.40594,4.14E-04,0.691,0.40594,NaN,NaN,1,1.06204,1668,1.53696,1,1.06204,4
logit_germ,Zm00001d028901,1,50200009,0.30134,0.58312,1.81E-04,0.30134,0.58312,NaN,NaN,1,0.46326,1668,1.53732,1,0.46326,4
logit_germ,Zm00001d028902,1,50230103,0.13532,0.71303,8.11E-05,0.13532,0.71303,NaN,NaN,1,0.20805,1668,1.53747,1,0.20805,4
logit_germ,Zm00001d028905,1,50444107,0.01586,0.8998,9.51E-06,0.01586,0.8998,NaN,NaN,1,0.02439,1668,1.53758,1,0.02439,13
logit_germ,Zm00001d028907,1,50524016,0.00571,0.93979,3.42E-06,0.00571,0.93979,NaN,NaN,1,0.00878,1668,1.53759,1,0.00878,7
logit_germ,Zm00001d028910,1,50775340,0.47954,0.48873,2.87E-04,0.47954,0.48873,NaN,NaN,1,0.73712,1668,1.53716,1,0.73712,4
logit_germ,Zm00001d028915,1,51119214,3.99E-04,0.98407,2.39E-07,3.99E-04,0.98407,NaN,NaN,1,6.13E-04,1668,1.5376,1,6.13E-04,19
logit_germ,Zm00001d028924,1,51727435,0.03894,0.8436,2.33E-05,0.03894,0.8436,NaN,NaN,1,0.05987,1668,1.53756,1,0.05987,4
logit_germ,Zm00001d022727,1,51764494,3.67E-05,0.99517,2.20E-08,3.67E-05,0.99517,NaN,NaN,1,5.64E-05,1668,1.5376,1,5.64E-05,4
logit_germ,Zm00001d028926,1,51764494,3.67E-05,0.99517,2.20E-08,3.67E-05,0.99517,NaN,NaN,1,5.64E-05,1668,1.5376,1,5.64E-05,4
logit_germ,Zm00001d028936,1,52173237,0.21266,0.64475,1.27E-04,0.21266,0.64475,NaN,NaN,1,0.32694,1668,1.5374,1,0.32694,8
logit_germ,Zm00001d028946,1,52501611,1.46493,0.22632,8.77E-04,1.46493,0.22632,NaN,NaN,1,2.2505,1668,1.53625,1,2.2505,5
logit_germ,Zm00001d028948,1,52521024,0.76812,0.38093,4.60E-04,0.76812,0.38093,NaN,NaN,1,1.18051,1668,1.53689,1,1.18051,5
logit_germ,Zm00001d028954,1,52836686,0.45737,0.49895,2.74E-04,0.45737,0.49895,NaN,NaN,1,0.70306,1668,1.53718,1,0.70306,4
logit_germ,Zm00001d028962,1,53031350,0.53721,0.46369,3.22E-04,0.53721,0.46369,NaN,NaN,1,0.82575,1668,1.5371,1,0.82575,8
logit_germ,Zm00001d028964,1,53145706,0.46722,0.49437,2.80E-04,0.46722,0.49437,NaN,NaN,1,0.71819,1668,1.53717,1,0.71819,4
logit_germ,Zm00001d028966,1,53177328,1.52875,0.21647,9.16E-04,1.52875,0.21647,NaN,NaN,1,2.34845,1668,1.53619,1,2.34845,4
logit_germ,Zm00001d028975,1,53394870,1.23744,0.26613,7.41E-04,1.23744,0.26613,NaN,NaN,1,1.90127,1668,1.53646,1,1.90127,10
logit_germ,Zm00001d028992,1,53885070,0.17325,0.67729,1.04E-04,0.17325,0.67729,NaN,NaN,1,0.26636,1668,1.53744,1,0.26636,9
logit_germ,Zm00001d029010,1,54754004,1.32259,0.25029,7.92E-04,1.32259,0.25029,NaN,NaN,1,2.032,1668,1.53638,1,2.032,9
logit_germ,Zm00001d029011,1,54826321,0.00452,0.9464,2.71E-06,0.00452,0.9464,NaN,NaN,1,0.00695,1668,1.53759,1,0.00695,6
logit_germ,Zm00001d029025,1,55180673,0.67844,0.41024,4.07E-04,0.67844,0.41024,NaN,NaN,1,1.04274,1668,1.53697,1,1.04274,8
logit_germ,Zm00001d029040,1,55709720,0.01356,0.90731,8.13E-06,0.01356,0.90731,NaN,NaN,1,0.02085,1668,1.53758,1,0.02085,4
logit_germ,Zm00001d029047,1,56040625,0.14591,0.70252,8.75E-05,0.14591,0.70252,NaN,NaN,1,0.22434,1668,1.53746,1,0.22434,5
logit_germ,Zm00001d029059,1,56743252,4.23601,0.03973,0.00253,4.23601,0.03973,NaN,NaN,1,6.49677,1668,1.5337,1,6.49677,5
logit_germ,Zm00001d029066,1,56976481,0.46722,0.49437,2.80E-04,0.46722,0.49437,NaN,NaN,1,0.71819,1668,1.53717,1,0.71819,4
logit_germ,Zm00001d029072,1,57134010,0.09662,0.75596,5.79E-05,0.09662,0.75596,NaN,NaN,1,0.14856,1668,1.53751,1,0.14856,13
logit_germ,Zm00001d029096,1,57827792,1.9867,0.15887,0.00119,1.9867,0.15887,NaN,NaN,1,3.05111,1668,1.53577,1,3.05111,6
logit_germ,Zm00001d029105,1,58198414,4.21E-04,0.98364,2.52E-07,4.21E-04,0.98364,NaN,NaN,1,6.47E-04,1668,1.5376,1,6.47E-04,5
logit_germ,Zm00001d029106,1,58272518,0.27296,0.60142,1.64E-04,0.27296,0.60142,NaN,NaN,1,0.41963,1668,1.53735,1,0.41963,6
logit_germ,Zm00001d029118,1,58539929,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d029123,1,59027556,0.08519,0.77042,5.11E-05,0.08519,0.77042,NaN,NaN,1,0.13098,1668,1.53752,1,0.13098,7
logit_germ,Zm00001d029130,1,59444959,0.0112,0.91574,6.71E-06,0.0112,0.91574,NaN,NaN,1,0.01722,1668,1.53759,1,0.01722,5
logit_germ,Zm00001d029165,1,60887995,4.35244,0.03711,0.0026,4.35244,0.03711,NaN,NaN,1,6.67488,1668,1.5336,1,6.67488,3
logit_germ,Zm00001d029188,1,61566550,0.00977,0.92129,5.86E-06,0.00977,0.92129,NaN,NaN,1,0.01502,1668,1.53759,1,0.01502,4
logit_germ,Zm00001d029189,1,61574737,0.33952,0.56018,2.04E-04,0.33952,0.56018,NaN,NaN,1,0.52194,1668,1.53728,1,0.52194,6
logit_germ,Zm00001d029197,1,61900018,0.3417,0.55893,2.05E-04,0.3417,0.55893,NaN,NaN,1,0.52529,1668,1.53728,1,0.52529,5
logit_germ,Zm00001d029198,1,61906598,2.64893,0.10381,0.00159,2.64893,0.10381,NaN,NaN,1,4.06653,1668,1.53516,1,4.06653,5
logit_germ,Zm00001d029205,1,62295550,0.03701,0.84748,2.22E-05,0.03701,0.84748,NaN,NaN,1,0.0569,1668,1.53756,1,0.0569,4
logit_germ,Zm00001d029206,1,62408845,0.29367,0.58795,1.76E-04,0.29367,0.58795,NaN,NaN,1,0.45146,1668,1.53733,1,0.45146,4
logit_germ,Zm00001d029212,1,62506926,0.50945,0.47548,3.05E-04,0.50945,0.47548,NaN,NaN,1,0.78309,1668,1.53713,1,0.78309,5
logit_germ,Zm00001d029214,1,62515823,0.00864,0.92595,5.18E-06,0.00864,0.92595,NaN,NaN,1,0.01328,1668,1.53759,1,0.01328,5
logit_germ,Zm00001d029226,1,63129621,0.69181,0.40567,4.15E-04,0.69181,0.40567,NaN,NaN,1,1.06328,1668,1.53696,1,1.06328,5
logit_germ,Zm00001d029227,1,63142409,0.06573,0.79769,3.94E-05,0.06573,0.79769,NaN,NaN,1,0.10106,1668,1.53754,1,0.10106,5
logit_germ,Zm00001d029231,1,63233959,0.6409,0.4235,3.84E-04,0.6409,0.4235,NaN,NaN,1,0.98507,1668,1.53701,1,0.98507,8
logit_germ,Zm00001d029234,1,63280076,0.09986,0.75204,5.99E-05,0.09986,0.75204,NaN,NaN,1,0.15354,1668,1.5375,1,0.15354,4
logit_germ,Zm00001d029248,1,63709472,1.89618,0.16869,0.00114,1.89618,0.16869,NaN,NaN,1,2.91226,1668,1.53585,1,2.91226,4
logit_germ,Zm00001d029256,1,63867666,0.63975,0.42392,3.83E-04,0.63975,0.42392,NaN,NaN,1,0.9833,1668,1.53701,1,0.9833,5
logit_germ,Zm00001d029264,1,64208353,2.19516,0.13863,0.00131,2.19516,0.13863,NaN,NaN,1,3.37084,1668,1.53558,1,3.37084,6
logit_germ,Zm00001d029272,1,64438439,1.69409,0.19324,0.00101,1.69409,0.19324,NaN,NaN,1,2.60218,1668,1.53604,1,2.60218,7
logit_germ,Zm00001d029297,1,65310431,0.82244,0.3646,4.93E-04,0.82244,0.3646,NaN,NaN,1,1.26396,1668,1.53684,1,1.26396,6
logit_germ,Zm00001d029333,1,66323899,0.90851,0.34065,5.44E-04,0.90851,0.34065,NaN,NaN,1,1.39616,1668,1.53676,1,1.39616,4
logit_germ,Zm00001d029339,1,66570555,0.65243,0.41936,3.91E-04,0.65243,0.41936,NaN,NaN,1,1.00279,1668,1.537,1,1.00279,5
logit_germ,Zm00001d029343,1,66648947,0.21988,0.63919,1.32E-04,0.21988,0.63919,NaN,NaN,1,0.33805,1668,1.53739,1,0.33805,10
logit_germ,Zm00001d029365,1,67596597,0.16188,0.68748,9.70E-05,0.16188,0.68748,NaN,NaN,1,0.24888,1668,1.53745,1,0.24888,4
logit_germ,Zm00001d029376,1,68217735,2.24491,0.13424,0.00134,2.24491,0.13424,NaN,NaN,1,3.44713,1668,1.53553,1,3.44713,6
logit_germ,Zm00001d029409,1,69302930,0.27441,0.60046,1.64E-04,0.27441,0.60046,NaN,NaN,1,0.42186,1668,1.53734,1,0.42186,4
logit_germ,Zm00001d029416,1,69619655,0.83238,0.36172,4.99E-04,0.83238,0.36172,NaN,NaN,1,1.27923,1668,1.53683,1,1.27923,6
logit_germ,Zm00001d029417,1,69628063,0.08959,0.76473,5.37E-05,0.08959,0.76473,NaN,NaN,1,0.13775,1668,1.53751,1,0.13775,9
logit_germ,Zm00001d029420,1,69753467,0.02002,0.88751,1.20E-05,0.02002,0.88751,NaN,NaN,1,0.03078,1668,1.53758,1,0.03078,4
logit_germ,Zm00001d029429,1,70211593,4.4381,0.03529,0.00265,4.4381,0.03529,NaN,NaN,1,6.8059,1668,1.53352,1,6.8059,4
logit_germ,Zm00001d029442,1,70785435,0.142,0.70635,8.51E-05,0.142,0.70635,NaN,NaN,1,0.21831,1668,1.53747,1,0.21831,5
logit_germ,Zm00001d029448,1,71163475,0.00503,0.94347,3.02E-06,0.00503,0.94347,NaN,NaN,1,0.00773,1668,1.53759,1,0.00773,4
logit_germ,Zm00001d029454,1,71428954,0.64125,0.42337,3.84E-04,0.64125,0.42337,NaN,NaN,1,0.98561,1668,1.53701,1,0.98561,4
logit_germ,Zm00001d029462,1,71848905,0.10135,0.75025,6.08E-05,0.10135,0.75025,NaN,NaN,1,0.15583,1668,1.5375,1,0.15583,7
logit_germ,Zm00001d029515,1,74097430,0.34708,0.55585,2.08E-04,0.34708,0.55585,NaN,NaN,1,0.53356,1668,1.53728,1,0.53356,5
logit_germ,Zm00001d029516,1,74164004,0.31151,0.57683,1.87E-04,0.31151,0.57683,NaN,NaN,1,0.47889,1668,1.53731,1,0.47889,5
logit_germ,Zm00001d029525,1,74657809,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d029529,1,74918792,1.49625,0.22142,8.96E-04,1.49625,0.22142,NaN,NaN,1,2.29857,1668,1.53622,1,2.29857,10
logit_germ,Zm00001d029540,1,75404438,0.05847,0.80896,3.51E-05,0.05847,0.80896,NaN,NaN,1,0.0899,1668,1.53754,1,0.0899,4
logit_germ,Zm00001d029548,1,75711341,0.44859,0.5031,2.69E-04,0.44859,0.5031,NaN,NaN,1,0.68956,1668,1.53718,1,0.68956,6
logit_germ,Zm00001d029555,1,76050993,0.22366,0.63633,1.34E-04,0.22366,0.63633,NaN,NaN,1,0.34385,1668,1.53739,1,0.34385,7
logit_germ,Zm00001d029557,1,76065327,0.0072,0.93237,4.32E-06,0.0072,0.93237,NaN,NaN,1,0.01108,1668,1.53759,1,0.01108,4
logit_germ,Zm00001d029560,1,76212759,0.78895,0.37455,4.73E-04,0.78895,0.37455,NaN,NaN,1,1.21251,1668,1.53687,1,1.21251,6
logit_germ,Zm00001d029564,1,76585025,0.00497,0.94383,2.98E-06,0.00497,0.94383,NaN,NaN,1,0.00764,1668,1.53759,1,0.00764,5
logit_germ,Zm00001d029571,1,76848335,1.29E-04,0.99095,7.72E-08,1.29E-04,0.99095,NaN,NaN,1,1.98E-04,1668,1.5376,1,1.98E-04,16
logit_germ,Zm00001d029582,1,77815001,1.89261,0.16909,0.00113,1.89261,0.16909,NaN,NaN,1,2.90677,1668,1.53585,1,2.90677,5
logit_germ,Zm00001d029597,1,78379690,0.99874,0.31776,5.98E-04,0.99874,0.31776,NaN,NaN,1,1.53474,1668,1.53668,1,1.53474,7
logit_germ,Zm00001d029646,1,80970129,0.08367,0.77242,5.02E-05,0.08367,0.77242,NaN,NaN,1,0.12865,1668,1.53752,1,0.12865,14
logit_germ,Zm00001d029650,1,81337010,2.57E-05,0.99595,1.54E-08,2.57E-05,0.99595,NaN,NaN,1,3.96E-05,1668,1.5376,1,3.96E-05,4
logit_germ,Zm00001d029656,1,81675081,1.29426,0.25543,7.75E-04,1.29426,0.25543,NaN,NaN,1,1.98851,1668,1.5364,1,1.98851,6
logit_germ,Zm00001d029657,1,81677029,2.29284,0.13016,0.00137,2.29284,0.13016,NaN,NaN,1,3.52063,1668,1.53549,1,3.52063,5
logit_germ,Zm00001d029663,1,81800756,0.00734,0.93174,4.40E-06,0.00734,0.93174,NaN,NaN,1,0.01129,1668,1.53759,1,0.01129,5
logit_germ,Zm00001d029664,1,81807068,0.08867,0.76591,5.32E-05,0.08867,0.76591,NaN,NaN,1,0.13633,1668,1.53752,1,0.13633,6
logit_germ,Zm00001d029673,1,82101662,0.44009,0.50717,2.64E-04,0.44009,0.50717,NaN,NaN,1,0.6765,1668,1.53719,1,0.6765,4
logit_germ,Zm00001d029705,1,83200275,0.46722,0.49437,2.80E-04,0.46722,0.49437,NaN,NaN,1,0.71819,1668,1.53717,1,0.71819,4
logit_germ,Zm00001d029725,1,84225006,0.8366,0.3605,5.01E-04,0.8366,0.3605,NaN,NaN,1,1.28571,1668,1.53683,1,1.28571,4
logit_germ,Zm00001d029726,1,84232349,0.01191,0.91311,7.14E-06,0.01191,0.91311,NaN,NaN,1,0.01831,1668,1.53759,1,0.01831,5
logit_germ,Zm00001d029757,1,85782004,1.15012,0.28368,6.89E-04,1.15012,0.28368,NaN,NaN,1,1.76721,1668,1.53654,1,1.76721,5
logit_germ,Zm00001d029768,1,86266482,6.99E-04,0.97891,4.19E-07,6.99E-04,0.97891,NaN,NaN,1,0.00108,1668,1.5376,1,0.00108,5
logit_germ,Zm00001d029772,1,86352534,0.0933,0.76006,5.59E-05,0.0933,0.76006,NaN,NaN,1,0.14345,1668,1.53751,1,0.14345,5
logit_germ,Zm00001d029783,1,86734771,0.00841,0.92695,5.04E-06,0.00841,0.92695,NaN,NaN,1,0.01293,1668,1.53759,1,0.01293,7
logit_germ,Zm00001d029808,1,87837855,2.84127,0.09206,0.0017,2.84127,0.09206,NaN,NaN,1,4.3613,1668,1.53498,1,4.3613,6
logit_germ,Zm00001d029849,1,89948214,0.26541,0.60649,1.59E-04,0.26541,0.60649,NaN,NaN,1,0.40803,1668,1.53735,1,0.40803,7
logit_germ,Zm00001d029861,1,90933578,1.87807,0.17074,0.00112,1.87807,0.17074,NaN,NaN,1,2.88447,1668,1.53587,1,2.88447,4
logit_germ,Zm00001d029875,1,91421609,0.15576,0.69314,9.34E-05,0.15576,0.69314,NaN,NaN,1,0.23947,1668,1.53745,1,0.23947,5
logit_germ,Zm00001d029938,1,95642330,1.21313,0.27087,7.27E-04,1.21313,0.27087,NaN,NaN,1,1.86395,1668,1.53648,1,1.86395,8
logit_germ,Zm00001d029946,1,95962989,0.72221,0.39554,4.33E-04,0.72221,0.39554,NaN,NaN,1,1.10999,1668,1.53693,1,1.10999,5
logit_germ,Zm00001d029965,1,96702134,1.01972,0.31273,6.11E-04,1.01972,0.31273,NaN,NaN,1,1.56696,1668,1.53666,1,1.56696,4
logit_germ,Zm00001d029979,1,97323404,0.0098,0.92117,5.87E-06,0.0098,0.92117,NaN,NaN,1,0.01506,1668,1.53759,1,0.01506,6
logit_germ,Zm00001d030019,1,99940532,0.19644,0.65766,1.18E-04,0.19644,0.65766,NaN,NaN,1,0.30202,1668,1.53742,1,0.30202,7
logit_germ,Zm00001d030028,1,100651921,0.00278,0.95798,1.66E-06,0.00278,0.95798,NaN,NaN,1,0.00427,1668,1.53759,1,0.00427,10
logit_germ,Zm00001d030051,1,102215940,0.00503,0.94347,3.02E-06,0.00503,0.94347,NaN,NaN,1,0.00773,1668,1.53759,1,0.00773,4
logit_germ,Zm00001d030069,1,103284124,0.01448,0.90423,8.68E-06,0.01448,0.90423,NaN,NaN,1,0.02227,1668,1.53758,1,0.02227,4
logit_germ,Zm00001d030083,1,104173299,1.28955,0.25629,7.73E-04,1.28955,0.25629,NaN,NaN,1,1.98128,1668,1.53641,1,1.98128,6
